SE_id,chrom,chromstart,chromend,overlapping_samples,sample_ids,limma_pval,limma_fdr,signature_genes_within_500k,signature_genes_fantom5_enhancer,neural_crest_SE_overlap
chr5:77827750,chr5,77809100,77846400,2,",691MES,SH-EP2",0.000800208,0.010152254,,,
chr5:77884475,chr5,77856250,77912700,4,",691MES,700MES,717MES,SH-EP2",0.000994491,0.011639747,,,
chr5:77952150,chr5,77916300,77988000,2,",700MES,717MES",0.002005414,0.018392129,,,
chr5:78100500,chr5,78089000,78112000,3,",700MES,SH-EP2,SH-SY5Y",0.06065539,0.151297775,,,
chr5:78200350,chr5,78180500,78220200,2,",700MES,717MES",0.108314387,0.226438379,,,
chr5:79177300,chr5,79146500,79208100,2,",700MES,717MES",3.58E-05,0.001741687,",HOMER1:MES:336841",,
chr5:81138600,chr5,81120400,81156800,6,",691MES,691ADRN,700ADRN,711ADRN,753ADRN,SH-SY5Y",0.089588514,0.198041027,,,ncc
chr5:92946375,chr5,92933100,92959650,2,",691ADRN,SH-SY5Y",0.585218225,0.718871167,,,ncc
chr5:93826650,chr5,93790200,93863100,2,",700ADRN,SH-SY5Y",0.000406307,0.007261095,,,
chr5:94114800,chr5,94106250,94123350,2,",753ADRN,SH-SY5Y",0.00015671,0.004794705,,,
chr5:94191750,chr5,94182600,94200900,2,",700ADRN,753ADRN",0.000454227,0.007602361,,,
chr5:95665725,chr5,95649750,95681700,3,",700MES,700ADRN,SH-EP2",0.977992484,0.990436898,",GLRX:ADRN:491173",,
chr5:96100800,chr5,96079800,96121800,2,",700ADRN,711ADRN",0.272691499,0.430425032,,,
chr5:97439650,chr5,97427100,97452200,3,",700ADRN,753ADRN,SH-SY5Y",0.015172152,0.059711282,,,
chr6:107885150,chr6,107851800,107918500,2,",753ADRN,SH-SY5Y",0.706784671,0.810121465,,,
chr6:107981000,chr6,107963800,107998200,3,",691MES,717MES,753ADRN",0.981414859,0.992160278,,,
chr6:108972450,chr6,108936000,109008900,5,",691MES,700ADRN,711ADRN,753ADRN,SH-SY5Y",0.124930199,0.249860397,",FOXO3:ADRN:53932",",FOXO3:ADRN",
chr6:109122450,chr6,109112550,109132350,5,",691ADRN,700MES,700ADRN,753ADRN,SH-SY5Y",0.200821403,0.344442902,",FOXO3:ADRN:53932",",FOXO3:ADRN",
chr6:111901800,chr6,111849600,111954000,7,",691MES,691ADRN,700ADRN,717MES,753ADRN,SH-EP2,SH-SY5Y",0.31687485,0.478558306,,,
chr6:112091625,chr6,112055550,112127700,2,",691MES,691ADRN",0.343582456,0.503349339,,,
chr6:11223400,chr6,11187100,11259700,2,",700MES,SH-EP2",2.30E-05,0.001473127,,,
chr6:112526225,chr6,112506750,112545700,4,",691ADRN,753ADRN,SH-EP2,SH-SY5Y",0.840336443,0.90440702,,,
chr6:113707500,chr6,113664600,113750400,2,",717MES,SH-EP2",0.00353954,0.025139809,,,
chr6:116087325,chr6,116069100,116105550,3,",691ADRN,700ADRN,753ADRN",7.01E-05,0.002841471,",DSE:MES:8691",,
chr6:116718625,chr6,116700800,116736450,2,",691MES,SH-EP2",0.001028007,0.011864913,",DSE:MES:8691",",DSE:MES",
chr6:119457600,chr6,119429700,119485500,2,",700MES,700ADRN",0.363878216,0.523153629,,,
chr6:119521750,chr6,119488250,119555250,3,",700MES,700ADRN,SH-SY5Y",0.239379746,0.389666149,,,
chr6:126135525,chr6,126109950,126161100,2,",700ADRN,711ADRN",0.114669093,0.237039841,",NCOA7:ADRN:1958",",NCOA7:ADRN",
chr6:126386550,chr6,126369900,126403200,2,",700ADRN,SH-SY5Y",0.812232171,0.886362356,",NCOA7:ADRN:1958",,
chr6:129990400,chr6,129947400,130033400,3,",691MES,717MES,SH-EP2",0.013712238,0.057117143,,,
chr6:133286775,chr6,133273800,133299750,4,",700ADRN,711ADRN,753ADRN,SH-SY5Y",0.01526449,0.059833922,,,
chr6:13412050,chr6,13393600,13430500,2,",700MES,SH-EP2",0.006275032,0.035716108,,,
chr6:135051225,chr6,135021600,135080850,2,",717MES,SH-SY5Y",0.222771714,0.369876712,",SGK1:MES:382404",,
chr6:137309425,chr6,137270600,137348250,2,",753ADRN,SH-SY5Y",0.010898016,0.049939846,,,
chr6:140303750,chr6,140281800,140325700,2,",691MES,SH-EP2",0.109091292,0.227205171,,,
chr6:140389450,chr6,140357900,140421000,3,",691MES,711ADRN,SH-EP2",0.116485822,0.23930709,,,
chr6:143521200,chr6,143496000,143546400,2,",717MES,SH-SY5Y",0.007242147,0.039165558,",FUCA2:MES:286620",,
chr6:147212325,chr6,147175350,147249300,4,",700ADRN,753ADRN,SH-EP2,SH-SY5Y",0.187893771,0.330454442,,,
chr6:153140475,chr6,153125700,153155250,2,",700ADRN,SH-SY5Y",0.002449253,0.020164523,",RGS17:ADRN:297139",,
chr6:154774775,chr6,154759800,154789750,3,",700MES,753ADRN,SH-SY5Y",0.145766964,0.280311338,,,
chr6:155586900,chr6,155571750,155602050,4,",691MES,711ADRN,753ADRN,SH-SY5Y",0.482193335,0.630035632,,,
chr6:155747875,chr6,155711750,155784000,4,",700MES,700ADRN,753ADRN,SH-SY5Y",0.052968718,0.137958241,,,
chr6:156350400,chr6,156346200,156354600,4,",691ADRN,711ADRN,753ADRN,SH-SY5Y",0.028037799,0.089613118,,,
chr6:158257150,chr6,158242800,158271500,2,",700MES,700ADRN",0.525533859,0.670834172,",SYNJ2:MES:7687",,
chr6:158434400,chr6,158395200,158473600,2,",717MES,SH-EP2",0.023229238,0.078469498,",SYNJ2:MES:7687",",SYNJ2:MES",
chr6:158829100,chr6,158817100,158841100,2,",700MES,753ADRN",0.392571865,0.550064351,",SYNJ2:MES:7687",,
chr6:159062700,chr6,159039300,159086100,2,",700MES,717MES",0.060810417,0.151297775,,,
chr6:16371275,chr6,16331500,16411050,4,",691ADRN,700ADRN,SH-EP2,SH-SY5Y",0.537774339,0.681235482,",ATXN1:MES:350671,MYLIP:MES:202184",",MYLIP:MES",
chr6:164090925,chr6,164079300,164102550,2,",691MES,700ADRN",0.240693379,0.391421132,",QKI:MES:243626",",QKI:MES",
chr6:164147250,chr6,164121600,164172900,2,",691MES,700ADRN",0.754691218,0.844075911,",QKI:MES:243626",,
chr6:166061250,chr6,166039200,166083300,2,",691MES,SH-SY5Y",0.167197017,0.305933156,,,
chr6:166890075,chr6,166869300,166910850,2,",700ADRN,SH-SY5Y",0.396043275,0.553129347,",RPS6KA2:ADRN:129876,SFT2D1:MES:113206",",SFT2D1:MES",ncc
chr6:17486375,chr6,17465000,17507750,2,",700MES,717MES",0.005724846,0.033384891,",KIF13A:MES:480104",,
chr6:20574450,chr6,20558400,20590500,2,",691MES,700ADRN",0.807413225,0.882842618,,,
chr6:20861775,chr6,20843250,20880300,2,",691ADRN,700ADRN",0.889722047,0.934123843,,,
chr6:21859075,chr6,21788400,21929750,2,",700MES,717MES",0.002193006,0.0190826,,,
chr6:21976200,chr6,21935100,22017300,5,",700MES,700ADRN,717MES,753ADRN,SH-SY5Y",0.063112208,0.155858084,,,
chr6:23182575,chr6,23172450,23192700,2,",691ADRN,SH-SY5Y",0.054626159,0.140976206,,,
chr6:23278875,chr6,23266800,23290950,4,",691ADRN,711ADRN,753ADRN,SH-SY5Y",0.110954599,0.230220404,,,
chr6:23343975,chr6,23325450,23362500,6,",691ADRN,700MES,700ADRN,711ADRN,753ADRN,SH-SY5Y",0.06243092,0.154405044,,,
chr6:23637000,chr6,23607000,23667000,4,",691ADRN,700ADRN,711ADRN,753ADRN",0.012306148,0.053824707,",NRSN1:ADRN:459413",,
chr6:2851350,chr6,2836200,2866500,2,",717MES,SH-EP2",0.013030762,0.055107191,",LOC100507194:ADRN:329501,TUBB2A:ADRN:291283,TUBB2B:ADRN:361468",,
chr6:35334600,chr6,35307300,35361900,5,",691MES,700MES,700ADRN,717MES,SH-EP2",0.02695731,0.087165464,,,
chr6:35696775,chr6,35685300,35708250,5,",691MES,691ADRN,700MES,711ADRN,753ADRN",0.649334978,0.761633017,,,ncc
chr6:36631450,chr6,36611000,36651900,5,",691ADRN,700MES,700ADRN,753ADRN,SH-SY5Y",0.795816171,0.872458098,,,
chr6:37112700,chr6,37083600,37141800,2,",717MES,SH-EP2",0.121176299,0.244411419,",CCDC167:ADRN:9050",,ncc
chr6:37462350,chr6,37447950,37476750,2,",691ADRN,711ADRN",0.157810013,0.295693621,",CCDC167:ADRN:9050",,
chr6:37538025,chr6,37516500,37559550,2,",691ADRN,711ADRN",0.176785793,0.316852961,",CCDC167:ADRN:9050",,ncc
chr6:3790050,chr6,3737400,3842700,2,",717MES,SH-EP2",0.031224126,0.095828377,",PXDC1:MES:14846",,
chr6:38689050,chr6,38676000,38702100,2,",700ADRN,SH-SY5Y",0.089810696,0.198041027,,,
chr6:40414975,chr6,40400900,40429050,3,",691ADRN,700ADRN,753ADRN",0.012402106,0.053824707,,,
chr6:40597500,chr6,40585650,40609350,2,",700ADRN,711ADRN",0.004558182,0.029025666,,,
chr6:40678050,chr6,40656450,40699650,4,",691ADRN,700ADRN,711ADRN,SH-SY5Y",0.014327449,0.057937274,,,
chr6:40848825,chr6,40810200,40887450,3,",691ADRN,700ADRN,711ADRN",0.064299127,0.157851033,,,
chr6:41609175,chr6,41589750,41628600,2,",691MES,717MES",0.088145826,0.196115613,,,ncc
chr6:4353550,chr6,4344300,4362800,2,",691MES,SH-EP2",0.027210359,0.087642668,,,
chr6:43890200,chr6,43856500,43923900,5,",691ADRN,700ADRN,711ADRN,753ADRN,SH-SY5Y",0.027859565,0.089215024,,,
chr6:43965025,chr6,43950150,43979900,2,",700ADRN,753ADRN",0.244645723,0.396581813,,,
chr6:44032225,chr6,44006550,44057900,4,",691MES,700MES,753ADRN,SH-SY5Y",0.632854922,0.751289201,,,ncc
chr6:47054175,chr6,47038950,47069400,2,",691MES,700ADRN",0.320181746,0.481576526,,,
chr6:47209500,chr6,47199300,47219700,2,",700ADRN,SH-SY5Y",0.383411324,0.540483139,,,
chr6:48073600,chr6,48054500,48092700,3,",691ADRN,700MES,700ADRN",0.311116955,0.473079944,,,
chr6:51417525,chr6,51385350,51449700,3,",691ADRN,753ADRN,SH-SY5Y",0.000902618,0.010950012,,,
chr6:51540525,chr6,51527850,51553200,3,",691ADRN,753ADRN,SH-SY5Y",3.77E-05,0.001741687,,,
chr6:51850225,chr6,51810500,51889950,2,",753ADRN,SH-SY5Y",0.000100469,0.003710641,,,
chr6:53178350,chr6,53161400,53195300,2,",753ADRN,SH-EP2",0.335609472,0.496324451,,,
chr6:56232525,chr6,56224350,56240700,2,",753ADRN,SH-SY5Y",0.32591227,0.487052375,",BMP5:MES:483975",,
chr6:56412600,chr6,56400300,56424900,5,",691MES,691ADRN,700MES,753ADRN,SH-SY5Y",0.828932318,0.898106407,,,
chr6:80507175,chr6,80486100,80528250,4,",691ADRN,700ADRN,711ADRN,753ADRN",0.000392039,0.007240529,,,
chr6:82470300,chr6,82456800,82483800,2,",717MES,SH-EP2",0.000182124,0.004932905,",FAM46A:MES:5628",,
chr6:87243975,chr6,87235800,87252150,2,",711ADRN,SH-SY5Y",2.51E-06,0.000819062,,,
chr6:87312225,chr6,87296850,87327600,2,",700ADRN,SH-SY5Y",2.26E-06,0.000819062,,,
chr6:90691775,chr6,90679050,90704500,5,",691ADRN,700MES,700ADRN,753ADRN,SH-SY5Y",0.644704805,0.759390068,,,
chr6:91505100,chr6,91480500,91529700,3,",691MES,700MES,717MES",0.002474448,0.020164523,,,
chr6:91573200,chr6,91558650,91587750,2,",691MES,700MES",0.00343369,0.024598244,,,
chr7:101262750,chr7,101242500,101283000,2,",691MES,SH-EP2",0.002157624,0.019061459,",PLOD3:MES:381489",,
chr7:10152750,chr7,10134750,10170750,3,",691MES,753ADRN,SH-SY5Y",0.506173797,0.653152835,,,
chr7:102218450,chr7,102153100,102283800,6,",691MES,691ADRN,711ADRN,753ADRN,SH-EP2,SH-SY5Y",0.36850136,0.527064768,",LRRC17:MES:31843",,
chr7:102509900,chr7,102498300,102521500,2,",691MES,SH-EP2",0.001503419,0.015504856,",LRRC17:MES:31843",",LRRC17:MES",
chr7:107034075,chr7,107002350,107065800,4,",700ADRN,711ADRN,753ADRN,SH-SY5Y",0.006946492,0.038085888,",GPR22:ADRN:44701",,
chr7:107329800,chr7,107316300,107343300,2,",691MES,717MES",0.029243209,0.092224314,",GPR22:ADRN:44701,LAMB1:MES:10296",,
chr7:107605500,chr7,107556900,107654100,3,",691MES,717MES,SH-EP2",0.007379752,0.039185776,",GPR22:ADRN:44701,LAMB1:MES:10296,NRCAM:ADRN:226514",",LAMB1:MES,NRCAM:ADRN",
chr7:110059950,chr7,110052750,110067150,3,",691ADRN,700ADRN,SH-SY5Y",0.049245712,0.13116406,,,
chr7:111786775,chr7,111763700,111809850,2,",700ADRN,753ADRN",0.317023282,0.478558306,,,
chr7:11578200,chr7,11568300,11588100,2,",691ADRN,SH-SY5Y",0.001606071,0.01627616,",THSD7A:ADRN:283724",,
chr7:115863150,chr7,115846400,115879900,2,",SH-EP2,SH-SY5Y",0.074224,0.175977585,,,
chr7:122880525,chr7,122865900,122895150,2,",753ADRN,SH-SY5Y",0.003935072,0.026803647,,,
chr7:123703275,chr7,123656400,123750150,3,",700ADRN,753ADRN,SH-SY5Y",0.016819204,0.06353072,,,
chr7:127713325,chr7,127684700,127741950,2,",753ADRN,SH-SY5Y",0.250228429,0.403129582,,,
chr7:128002050,chr7,127992750,128011350,2,",753ADRN,SH-SY5Y",0.907725789,0.943489844,",CALU:MES:367995",,
chr7:129515450,chr7,129463400,129567500,3,",700ADRN,SH-EP2,SH-SY5Y",0.102785159,0.218463642,,,ncc
chr7:130000800,chr7,129900300,130101300,6,",691MES,700MES,717MES,753ADRN,SH-EP2,SH-SY5Y",0.001511304,0.015504856,",MEST:MES:24715",",MEST:MES",ncc
chr7:130587000,chr7,130557000,130617000,2,",691MES,SH-EP2",0.00043552,0.007462212,",MEST:MES:24715",,
chr7:130633800,chr7,130619300,130648300,2,",691MES,SH-EP2",0.000188323,0.004932905,",MEST:MES:24715",,
chr7:130697250,chr7,130691100,130703400,2,",691MES,SH-EP2",0.005652237,0.033248157,,,
chr7:132114450,chr7,132019200,132209700,3,",691ADRN,717MES,SH-SY5Y",0.859654922,0.916450596,,,
chr7:133263825,chr7,133212600,133315050,4,",691ADRN,700ADRN,753ADRN,SH-SY5Y",0.004389222,0.028274757,,,
chr7:133448925,chr7,133317600,133580250,5,",691ADRN,700ADRN,711ADRN,753ADRN,SH-SY5Y",3.77E-05,0.001741687,,,
chr7:133660300,chr7,133608500,133712100,3,",691ADRN,753ADRN,SH-SY5Y",0.000282301,0.005906619,,,
chr7:135007475,chr7,134993500,135021450,2,",700ADRN,753ADRN",0.019625526,0.069994903,",CALD1:MES:417350",,
chr7:135709725,chr7,135691800,135727650,2,",691ADRN,700ADRN",0.428401325,0.582177434,,,
chr7:136024950,chr7,136004700,136045200,2,",691MES,717MES",0.000113412,0.004097643,,,
chr7:136379700,chr7,136361100,136398300,2,",753ADRN,SH-SY5Y",0.031439319,0.095875502,,,
chr7:137111250,chr7,137048100,137174400,3,",691MES,717MES,SH-SY5Y",0.127735072,0.253336144,",PTN:MES:19554",,
chr7:137839500,chr7,137822250,137856750,3,",700ADRN,753ADRN,SH-SY5Y",0.989900779,0.994688691,",CREB3L2:MES:135403",,
chr7:138636000,chr7,138603000,138669000,2,",700ADRN,SH-SY5Y",0.192547741,0.336857206,",C7orf55:ADRN:272223",,
chr7:139338750,chr7,139298100,139379400,2,",717MES,SH-EP2",0.690795713,0.796740094,",C7orf55:ADRN:272223",,
chr7:140325075,chr7,140288400,140361750,2,",691MES,717MES",0.017448858,0.065022426,",TMEM178B:ADRN:412281",,
chr7:143089900,chr7,143064800,143115000,2,",717MES,SH-EP2",0.002741028,0.021693278,,,
chr7:14717425,chr7,14702250,14732600,3,",691ADRN,700ADRN,753ADRN",0.167508527,0.305933156,,,
chr7:150659600,chr7,150627100,150692100,7,",691MES,691ADRN,700MES,700ADRN,711ADRN,753ADRN,SH-SY5Y",0.303136307,0.467792518,,,ncc
chr7:154092050,chr7,154043700,154140400,2,",700ADRN,753ADRN",0.465992846,0.615154972,,,
chr7:154476750,chr7,154460850,154492650,2,",700ADRN,753ADRN",0.002582395,0.020734014,,,
chr7:154532200,chr7,154518500,154545900,2,",700ADRN,753ADRN",0.002390334,0.020164523,,,
chr7:154565100,chr7,154553700,154576500,2,",700ADRN,753ADRN",0.002023954,0.018392129,,,
chr7:15548700,chr7,15492600,15604800,4,",691MES,700MES,717MES,SH-EP2",9.01E-06,0.001247304,",MEOX2:MES:121508",,
chr7:15887125,chr7,15871750,15902500,2,",691MES,700MES",1.04E-05,0.001327691,",MEOX2:MES:121508",,
chr7:16120200,chr7,16098900,16141500,3,",691MES,700MES,717MES",0.000284314,0.005906619,",MEOX2:MES:121508,SOSTDC1:MES:328274",,
chr7:16165650,chr7,16154100,16177200,2,",691MES,SH-EP2",0.00060849,0.008498411,",MEOX2:MES:121508,SOSTDC1:MES:328274",,
chr7:18740850,chr7,18724650,18757050,2,",691ADRN,SH-SY5Y",0.770602349,0.854967359,,,
chr7:18880050,chr7,18853800,18906300,3,",691MES,691ADRN,SH-SY5Y",0.924138197,0.953393968,,,
chr7:18936000,chr7,18923700,18948300,2,",SH-EP2,SH-SY5Y",0.943047863,0.967683816,,,
chr7:19022350,chr7,18972100,19072600,2,",SH-EP2,SH-SY5Y",0.681661727,0.789492537,,,
chr7:22410400,chr7,22378250,22442550,3,",691MES,700MES,SH-SY5Y",0.067854074,0.163729697,,,
chr7:22479750,chr7,22465000,22494500,2,",691MES,700MES",0.031823545,0.096515934,,,
chr7:23953125,chr7,23922900,23983350,3,",691ADRN,753ADRN,SH-SY5Y",0.17912376,0.31914072,",NPY:ADRN:35506",,
chr7:24247050,chr7,24205800,24288300,3,",691ADRN,753ADRN,SH-SY5Y",0.002027402,0.018392129,",NPY:ADRN:35506",,
chr7:24951200,chr7,24927800,24974600,5,",691ADRN,700ADRN,753ADRN,SH-EP2,SH-SY5Y",0.00686802,0.037974235,,,
chr7:25000600,chr7,24978600,25022600,3,",700ADRN,753ADRN,SH-SY5Y",0.00696262,0.038085888,,,
chr7:2547000,chr7,2508300,2585700,2,",691MES,717MES",0.040084787,0.111420563,,,ncc
chr7:25657200,chr7,25583100,25731300,3,",691MES,700ADRN,717MES",0.417706064,0.572322735,,,
chr7:25873200,chr7,25842600,25903800,4,",691MES,700ADRN,717MES,SH-EP2",0.238258545,0.388602259,,,
chr7:2672100,chr7,2632500,2711700,3,",717MES,753ADRN,SH-SY5Y",0.180458154,0.320428901,,,ncc
chr7:27734100,chr7,27699900,27768300,3,",691MES,717MES,SH-EP2",0.003302794,0.024288688,",HIBADH:MES:2720",,
chr7:28102750,chr7,28052500,28153000,4,",691ADRN,700MES,753ADRN,SH-EP2",0.091428214,0.200202493,",HIBADH:MES:2720",",HIBADH:MES",
chr7:28209825,chr7,28188900,28230750,2,",700MES,SH-EP2",0.125615314,0.250177974,",HIBADH:MES:2720",,
chr7:28984425,chr7,28965450,29003400,2,",691MES,753ADRN",0.187623955,0.330329463,",TRIL:MES:5371",,
chr7:29040450,chr7,29015400,29065500,3,",717MES,753ADRN,SH-EP2",0.16011184,0.298659796,",TRIL:MES:5371",,
chr7:31091100,chr7,31080600,31101600,3,",691ADRN,711ADRN,753ADRN",0.000141777,0.004712677,",ADCYAP1R1:ADRN:9525",,
chr7:37401975,chr7,37362600,37441350,3,",691MES,717MES,SH-SY5Y",0.272098276,0.430425032,,,
chr7:40593525,chr7,40557900,40629150,4,",691ADRN,700ADRN,753ADRN,SH-SY5Y",0.1218442,0.245460679,,,
chr7:40668525,chr7,40630650,40706400,4,",691ADRN,700ADRN,753ADRN,SH-SY5Y",0.070087919,0.167538642,,,
chr7:40753800,chr7,40731750,40775850,2,",753ADRN,SH-SY5Y",0.315001327,0.477239932,,,
chr7:43562750,chr7,43543750,43581750,3,",700MES,753ADRN,SH-SY5Y",0.776175513,0.857715228,,,
chr7:44137550,chr7,44110600,44164500,2,",717MES,SH-EP2",0.00577976,0.033587278,",AEBP1:MES:20541",",AEBP1:MES",
chr7:47654000,chr7,47586900,47721100,2,",717MES,SH-EP2",0.002036192,0.018392129,,,ncc
chr7:50425050,chr7,50410650,50439450,2,",700ADRN,SH-SY5Y",0.030716191,0.095065753,",DDC:ADRN:14046,FIGNL1:ADRN:10712,GRB10:ADRN:125798",,
chr7:50556500,chr7,50528800,50584200,4,",691ADRN,700ADRN,753ADRN,SH-SY5Y",0.002083648,0.018719041,",DDC:ADRN:14046,FIGNL1:ADRN:10712,GRB10:ADRN:125798",,
chr7:50618850,chr7,50590500,50647200,3,",700ADRN,753ADRN,SH-SY5Y",0.001457836,0.015238508,",DDC:ADRN:14046,FIGNL1:ADRN:10712,GRB10:ADRN:125798",",GRB10:ADRN",
chr7:52905975,chr7,52897050,52914900,2,",700ADRN,SH-SY5Y",0.003659461,0.025771292,,,
chr7:54871100,chr7,54847200,54895000,3,",691MES,700MES,717MES",0.013942869,0.05714671,",EGFR:MES:4624",,
chr7:55182375,chr7,55082100,55282650,7,",691MES,700MES,700ADRN,717MES,753ADRN,SH-EP2,SH-SY5Y",0.017696999,0.065652705,",EGFR:MES:4624",",EGFR:MES",
chr7:5722950,chr7,5691600,5754300,4,",691MES,717MES,753ADRN,SH-EP2",0.096999964,0.209097199,,,ncc
chr7:6304650,chr7,6260400,6348900,2,",717MES,SH-EP2",0.031398182,0.095875502,",KDELR2:MES:174949",,
chr7:65599550,chr7,65563000,65636100,5,",700MES,700ADRN,711ADRN,SH-EP2,SH-SY5Y",0.959158186,0.978773433,,,
chr7:69340875,chr7,69316050,69365700,4,",691ADRN,700ADRN,753ADRN,SH-SY5Y",0.038609894,0.108946763,",AUTS2:ADRN:252146",,
chr7:73420775,chr7,73381300,73460250,2,",691ADRN,SH-EP2",0.178152225,0.318375267,,,ncc
chr7:75931650,chr7,75910200,75953100,3,",717MES,753ADRN,SH-EP2",0.403293516,0.559961423,",HSPB1:MES:21226",",HSPB1:MES",ncc
chr7:75995400,chr7,75957600,76033200,2,",717MES,SH-EP2",0.236170884,0.387096656,",HSPB1:MES:21226",,ncc
chr7:7658550,chr7,7646700,7670400,2,",711ADRN,753ADRN",0.201521644,0.344932,",GLCCI1:ADRN:229627",,
chr7:79940400,chr7,79898100,79982700,3,",691MES,717MES,SH-EP2",0.000156396,0.004794705,",GNAI1:MES:133030",,
chr7:80409450,chr7,80391900,80427000,2,",SH-EP2,SH-SY5Y",0.134630063,0.262623433,",SEMA3C:MES:6083",,
chr7:80524250,chr7,80493750,80554750,3,",700MES,SH-EP2,SH-SY5Y",0.031593068,0.096052542,",SEMA3C:MES:6083",,
chr7:81262325,chr7,81245250,81279400,2,",700MES,753ADRN",0.214510615,0.361803756,,,
chr7:81312750,chr7,81287000,81338500,3,",691ADRN,753ADRN,SH-SY5Y",0.31863845,0.4801243,,,
chr7:81675975,chr7,81667800,81684150,2,",691ADRN,753ADRN",0.048233697,0.129089219,,,
chr7:81889050,chr7,81858300,81919800,4,",691ADRN,700ADRN,753ADRN,SH-SY5Y",0.000487502,0.007602361,,,
chr7:81983350,chr7,81939000,82027700,4,",691ADRN,700ADRN,753ADRN,SH-SY5Y",0.000931149,0.011081168,,,
chr7:82194450,chr7,82186300,82202600,2,",753ADRN,SH-SY5Y",0.337636889,0.497034996,,,
chr7:82342250,chr7,82325500,82359000,2,",691MES,700MES",0.00757469,0.039839034,,,
chr7:82469850,chr7,82462200,82477500,2,",SH-EP2,SH-SY5Y",0.541005339,0.684285292,,,
chr7:8292750,chr7,8238000,8347500,5,",691ADRN,700ADRN,711ADRN,753ADRN,SH-SY5Y",0.00015867,0.004794705,",GLCCI1:ADRN:229627,ICA1:ADRN:45258",",ICA1:ADRN",
chr7:8378850,chr7,8350800,8406900,3,",691ADRN,753ADRN,SH-SY5Y",0.000138469,0.004711749,",GLCCI1:ADRN:229627,ICA1:ADRN:45258",,
chr7:84292600,chr7,84263600,84321600,5,",691ADRN,700ADRN,717MES,753ADRN,SH-EP2",0.417420459,0.572322735,,,
chr7:864850,chr7,852000,877700,2,",691ADRN,SH-EP2",0.371807433,0.530423775,,,ncc
chr7:87677700,chr7,87663000,87692400,3,",711ADRN,717MES,SH-SY5Y",0.728321754,0.825133439,",ABCB1:ADRN:320361,ADAM22:ADRN:99435,RUNDC3B:ADRN:405272",,
chr7:87722700,chr7,87695100,87750300,2,",691MES,717MES",0.642103495,0.757937506,",ABCB1:ADRN:320361,ADAM22:ADRN:99435,RUNDC3B:ADRN:405272",,
chr7:87959550,chr7,87924600,87994500,2,",700MES,717MES",0.011973685,0.053067372,",ADAM22:ADRN:99435",,
chr7:91201950,chr7,91174200,91229700,3,",691MES,717MES,SH-EP2",0.003899602,0.026803647,",FZD1:MES:280418",,
chr7:92259750,chr7,92239500,92280000,3,",700MES,SH-EP2,SH-SY5Y",0.405248213,0.562205784,,,
chr7:92326925,chr7,92319450,92334400,2,",SH-EP2,SH-SY5Y",0.50842692,0.654029057,,,
chr7:92387150,chr7,92342400,92431900,6,",691ADRN,700ADRN,711ADRN,753ADRN,SH-EP2,SH-SY5Y",0.530246091,0.674268557,,,
chr7:93974250,chr7,93915900,94032600,3,",691MES,717MES,SH-EP2",0.008292205,0.041889498,,,
chr7:96576975,chr7,96559650,96594300,2,",691MES,SH-EP2",0.031132224,0.095828377,,,
chr8:102165150,chr8,102154500,102175800,2,",700MES,SH-EP2",0.024769459,0.081537105,,,
chr8:103750050,chr8,103724700,103775400,3,",717MES,SH-EP2,SH-SY5Y",0.084958036,0.192109192,",KLF10:MES:56570",",KLF10:MES",
chr8:104149800,chr8,104137350,104162250,2,",691MES,700MES",0.018475239,0.067485379,",KLF10:MES:56570",",KLF10:MES",
chr8:105422400,chr8,105409350,105435450,2,",753ADRN,SH-SY5Y",0.008589406,0.042486882,,,
chr8:1078300,chr8,1070800,1085800,3,",700ADRN,711ADRN,753ADRN",0.010534532,0.048769895,,,
chr8:107881350,chr8,107868200,107894500,2,",691MES,SH-EP2",1.64E-05,0.001334454,,,
chr8:108441000,chr8,108419100,108462900,2,",691MES,717MES",0.004619837,0.029305988,,,
chr8:1103325,chr8,1088700,1117950,2,",691ADRN,700ADRN",0.019846187,0.070479406,,,
chr8:11301475,chr8,11264600,11338350,2,",753ADRN,SH-SY5Y",0.009178169,0.044026786,",CTSB:MES:387296,FAM167A:ADRN:14074",",FAM167A:ADRN",
chr8:117559875,chr8,117541500,117578250,3,",700ADRN,717MES,SH-SY5Y",0.055212435,0.141828542,,,
chr8:118897400,chr8,118817900,118976900,2,",717MES,SH-EP2",0.032976277,0.097928487,",EXT1:MES:84058",,
chr8:119008850,chr8,118977700,119040000,2,",700MES,SH-EP2",0.007533346,0.039747368,",EXT1:MES:84058",",EXT1:MES",
chr8:121760750,chr8,121722000,121799500,3,",700MES,717MES,SH-EP2",1.77E-05,0.001334454,,,
chr8:123699850,chr8,123685600,123714100,2,",753ADRN,SH-EP2",0.692749697,0.797345692,,,
chr8:125643225,chr8,125603400,125683050,2,",700ADRN,753ADRN",0.691884051,0.797345692,,,
chr8:127184250,chr8,127168250,127200250,2,",700MES,700ADRN",0.592826915,0.722344819,,,
chr8:128819650,chr8,128804800,128834500,3,",711ADRN,753ADRN,SH-EP2",0.80333056,0.879323264,,,
chr8:128925650,chr8,128909000,128942300,2,",753ADRN,SH-EP2",0.728102346,0.825133439,,,
chr8:131311125,chr8,131269200,131353050,6,",691ADRN,700MES,700ADRN,753ADRN,SH-EP2,SH-SY5Y",0.419649857,0.572756004,,,
