Chromosome,Start,End,Type (NB or hNCC),Gene(s),TF(s),Number of NB cell lines,#cell lines with SE (group I),#cell lines with SE (group II),Median Score over 25 cell lines,"Median score, group I","Median score, group II","Median score, hNCC",FC Score Group I over Group II,Wilcoxon p-value (two sided test),Loadings to PC1,Loadings to PC2,Has 15% overlap with hNCC SEs,Pearson Corr. with gene expression
chr1,173790698,173840951,NB,RABGAP1L,,2,2,0,7207.081239,6981.448371,17448.41369,12647.26558,0.400119375,0.006015038,-0.39195834,-0.182998054,0,0.47
chr9,95169698,95313701,NB,OMD|ASPN,,4,3,1,7206.516245,5852.163738,18305.91132,7155.461076,0.319687102,0.02406015,-0.408341048,-0.026346581,0,0.41|0.38
chrX,48748698,48810301,NB,,,2,1,1,7204.999262,7055.136713,12785.28783,8006.112516,0.551816807,0.061654135,-0.299001474,-0.025779792,0,
chr9,111744248,111879724,NB,,,5,1,3,7204.527744,6734.966629,45588.55075,26572.4309,0.14773373,0.001503759,-0.459533314,-0.55171622,0,
chr6,36601298,36654901,NCC,CDKN1A|RAB44,,7,5,1,7201.308647,5251.055027,18816.36878,15105.98273,0.279068458,0.003007519,-0.235492279,-0.286423646,1,0.65|0.37
chr16,87943098,88007651,NB,,,7,5,0,7201.044158,7040.877649,7201.044158,8966.630775,0.977757877,0.962406015,-0.497361097,0.236727482,0,
chr2,224780998,224898801,NCC,AP1S3|SERPINE2|WDFY1,,4,1,2,7193.519866,6296.200838,32981.64275,20716.32594,0.190900159,0.003007519,-0.469471351,-0.301298677,1,0.63|0.57|0.4
chr15,39385848,39617051,NCC,THBS1|C15orf54,,8,1,3,7190.594365,5102.130689,94536.45196,86100.82141,0.053969983,0.001503759,-0.512837687,-1.187853476,1,0.84|0.54
chr5,6703698,6773901,NB,,,6,3,2,7186.542798,6640.735055,27737.96876,15319.77285,0.239409566,0.003007519,-0.479209324,-0.289525531,1,
chr8,31723548,31850701,NB,,,9,6,0,7185.174434,7567.270269,263.7239835,362.9997944,28.6939025,0.046616541,-0.020376235,1.210490332,0,
chr15,70694798,70820101,NB,,,6,6,0,7184.669728,7451.43388,6103.857983,3639.568721,1.220774451,0.813533835,-0.027551984,0.491662338,0,
chr1,19521148,19580951,NB,EMC1,,2,0,1,7183.725753,6666.265737,16397.47728,9605.690693,0.406542154,0.006015038,-0.400816757,-0.096720373,0,0.51
chr14,75472109,75559401,NB,TMED10|MLH3|EIF2B2,,5,1,1,7182.5554,6454.795064,14790.04865,9661.604882,0.436428251,0.003007519,-0.355837432,-0.112863981,0,0.61|0.41|0.37
chr6,32149198,32166251,NB,ATF6B|GPSM3|EGFL8,ATF6B,2,2,0,7172.048782,6292.790604,18569.2283,8657.694333,0.338882721,0.010526316,-0.369958624,-0.059397109,0,0.56|0.54|0.39
chr7,39608500,39746701,NB,SUGCT,,3,0,2,7167.34222,6884.838781,27303.25379,28429.09059,0.252161842,0.010526316,-0.496617963,-0.413572431,1,0.68
chr4,47469948,47581201,NCC,ATP10D|COMMD8,,6,2,2,7165.412862,6175.522289,19205.21132,34095.11582,0.321554509,0.003007519,-0.381705439,-0.432307436,1,0.64|0.42
chr10,60493048,60634251,NB,BICC1,,7,5,0,7165.04983,6956.432598,13188.58611,15666.58666,0.527458557,0.046616541,-0.329293658,-0.132338018,1,0.45
chr10,99213698,99336051,NCC,UBTD1|AVPI1|ANKRD2|PGAM1,,4,0,3,7163.950235,6914.661751,46133.03278,29989.71124,0.149885263,0.001503759,-0.564083279,-0.572405109,1,0.73|0.59|0.55|0.48
chr12,110861948,110936301,NB,GLTP|VPS29|ANKRD13A,,3,2,1,7159.53484,6684.936433,13964.60962,10355.94132,0.478705572,0.006015038,-0.375491354,-0.090017509,0,0.51|0.41|0.4
chr1,205217698,205294651,NB,NUAK2|DSTYK,,6,3,2,7158.316252,6761.268449,26805.73527,33513.63596,0.252232158,0.001503759,-0.224673908,-0.629974861,1,0.71|0.44
chr3,170405898,170487251,NCC,,,10,3,3,7157.467888,4456.34172,86839.51681,44757.02923,0.05131698,0.001503759,-0.286558094,-1.064355159,1,
chr7,53525348,53622651,NB,VSTM2A|VSTM2A-OT1,,3,3,0,7155.039419,8731.113328,0,261.5385249,Inf,0.007657361,0.586974928,3.41081627,0,0.67|0.59
chr11,86258648,86534301,NB,PRSS23|ME3|CCDC81,,6,0,3,7152.227698,5571.491197,141673.4371,69527.39078,0.039326294,0.001503759,-0.655218103,-1.150015393,1,0.86|0.47|0.39
chr13,73059748,73151101,NB,,,7,7,0,7152.096375,7605.105708,3215.516777,1724.760683,2.36512705,0.153383459,-0.345927853,0.710708146,0,
chr10,1082348,1120401,NB,,,2,2,0,7151.049272,6828.223234,14770.79095,10781.55626,0.462278781,0.010526316,-0.392434515,-0.070334055,0,
chr15,72753848,72884101,NB,HEXA|HEXA-AS1|PKM,,2,0,2,7150.65688,6905.048193,26295.14659,17737.13505,0.262597821,0.003007519,-0.436925225,-0.261073132,0,0.57|0.43|0.4
chr1,32797348,32818251,NB,,,2,1,0,7148.068085,6299.21364,7255.63321,5241.566341,0.868182481,0.412030075,-0.339768963,0.22571569,0,
chr5,178612298,178815851,NB,ADAMTS2|ZNF879|ZNF454|COL23A1|GRM6|AACSP1,ZNF879|ZNF454,6,6,0,7145.291615,9864.09123,83.02164627,929.9451949,118.8134863,0.003007519,0.019721531,2.567017646,0,0.71|0.6|0.56|0.42|0.38|0.37
chr2,166287148,166336801,NB,CSRNP3|SCN3A,,4,4,0,7144.626791,7810.5402,3655.509331,1053.70831,2.136648957,0.061654135,-0.165867274,0.746309646,0,0.71|0.48
chr11,42908348,43101401,NB,,,5,5,0,7142.842098,9313.888703,37.92494643,0,245.5873924,0.001503759,0.093890111,3.210039031,0,
chr21,30425448,30608451,NCC,MAP3K7CL|BACH1,BACH1,5,0,3,7139.907534,4939.999326,65883.9545,58918.21108,0.07498031,0.001503759,-0.414341147,-0.963394827,1,0.75|0.4
chr22,32856048,32895451,NB,,,4,4,0,7138.765656,7209.556695,12665.96067,7084.33245,0.569207254,0.10075188,-0.390425953,0.11316224,0,
chr2,217139248,217240351,NCC,Mar-04,,6,3,2,7137.116991,5356.596435,32552.3122,21625.32094,0.164553486,0.034586466,-0.35024622,-0.239785327,1,0.87
chr14,31869148,31934901,NB,HEATR5A|ARHGAP5-AS1,,6,5,0,7135.546447,6648.346021,8871.452271,7156.566756,0.749408983,0.356390977,-0.311194641,0.161181227,0,0.5|0.42
chr7,157091998,157225651,NB,UBE3C,,4,1,2,7132.719377,6193.607876,26335.61869,28336.89715,0.235179889,0.003007519,-0.532044802,-0.412851037,1,0.42
chrX,127808548,127897951,NB,,,9,9,0,7128.477031,7745.081148,272.3824927,290.1057713,28.43457768,0.001503759,0.342228531,2.362581185,0,
chr10,79107298,79196851,NCC,KCNMA1,,11,5,3,7126.497099,4524.501159,63205.4633,31510.81209,0.07158402,0.003007519,-0.377817988,-0.746308168,1,0.71
chr20,62457048,62541351,NB,,,5,3,1,7125.498662,6548.615229,14951.24436,14272.67249,0.437998007,0.010526316,-0.397935855,-0.134502957,1,
chr21,38430898,38471951,NB,CLDN14,,3,2,1,7123.78018,7086.140758,15871.7059,6765.298013,0.446463714,0.010526316,-0.414133505,0.06546326,0,0.37
chr6,82851348,82983301,NB,TPBG,,4,2,0,7122.883288,6356.20852,12191.25911,12199.77055,0.521374245,0.046616541,-0.384603971,-0.194724203,0,0.4
chr8,144094648,144129851,NB,LY6E|C8orf31,,7,6,0,7121.350054,6656.776127,7004.271769,4031.270786,0.950388041,0.887218045,-0.162462487,0.13905132,0,0.55|0.52
chr8,25027798,25134651,NCC,DOCK5,,11,5,3,7113.982194,5019.708433,41786.60985,28539.56183,0.1201272,0.001503759,-0.130336534,-0.908215553,1,0.73
chr1,243829048,243971451,NB,,,5,3,2,7113.451708,6133.595207,25285.35755,14471.89763,0.242574984,0.016541353,-0.197050094,-0.363395245,0,
chr1,42771648,42804401,NB,,,3,3,0,7109.137199,6853.30209,10684.73019,6705.612784,0.641410871,0.669172932,-0.313886304,0.144891724,0,
chr16,30883498,30915751,NB,CTF1|CCDC189|BCL7C,,2,0,2,7108.992839,6828.505593,19265.50271,9578.073963,0.354442118,0.003007519,-0.417267411,-0.135164245,0,0.49|0.43|0.38
chr1,223885648,224031173,NB,CAPN2|DEGS1|CNIH3,,6,0,3,7107.805413,6380.883415,81536.78886,61164.50871,0.078257723,0.001503759,-0.560721647,-0.912454752,1,0.85|0.57|0.47
chr16,24734248,24833201,NCC,ARHGAP17|LCMT1-AS2,,5,1,3,7099.667367,6579.769642,26222.44938,12430.00409,0.250921245,0.006015038,-0.367127964,-0.219351088,1,0.5|0.38
chr22,48954798,49114951,NB,FAM19A5|LINC01310,,8,8,0,7099.356403,11522.91232,4.946740184,350.3733914,2329.395094,0.030491754,1.166366391,3.149500156,0,0.8|0.43
chr13,95838998,95951186,NB,ABCC4,,6,4,1,7098.744308,6643.235688,14473.25823,16174.59838,0.459000702,0.153383459,-0.323284994,-0.250311199,1,0.58
chr21,44442198,44525187,NB,CBS,,4,3,0,7095.586655,7473.438602,3468.924854,5395.60755,2.154396222,0.006015038,-0.295569246,0.472537294,0,0.64
chr10,70086948,70107751,NB,MYPN|PBLD|HERC4,,4,3,0,7093.973768,6681.885283,13728.26668,9432.628222,0.486724613,0.02406015,-0.382623218,-0.034556047,0,0.55|0.54|0.4
chr17,29875698,29928051,NCC,,,8,2,3,7091.992832,5459.315123,75813.18069,24404.70713,0.072010105,0.001503759,-0.469524567,-0.866169132,1,
chr1,94487948,94584204,NB,ARHGAP29|ABCA4,,6,3,0,7090.45595,6337.735912,11709.72852,9399.136695,0.541236793,0.184962406,-0.319465641,-0.049202672,0,0.52|0.47
chr12,68615998,68774751,NB,IL22|RAP1B|IL26,,4,2,2,7084.721705,5616.244371,58390.42406,14104.79331,0.096184339,0.006015038,-0.218193443,-0.547213504,0,0.62|0.46|0.37
chr15,29118698,29159451,NB,,,10,10,0,7083.61582,8025.51807,24.02501372,3337.447946,334.0484282,0.001503759,-0.036401319,2.004074165,0,
chr20,43107044,43243901,NB,TTPAL|SERINC3|PKIG|FITM2,,6,1,3,7083.538583,5508.242799,54411.47889,30917.54154,0.101233102,0.001503759,-0.373467054,-0.72093261,1,0.62|0.6|0.56|0.46
chr10,92639398,92809501,NB,PCGF5|ANKRD1|NUDT9P1,,5,1,3,7082.804688,3767.580038,27202.77786,28548.14025,0.138499827,0.003007519,-0.312040329,-0.57683142,1,0.87|0.68|0.48
chr8,38825348,38970651,NCC,ADAM9|PLEKHA2|TACC1|TM2D2|ADAM32,,6,0,3,7082.743103,5650.605394,62060.81784,50407.39766,0.091049483,0.001503759,-0.50134844,-0.837771766,1,0.77|0.73|0.72|0.68|0.37
chr11,58325598,58397551,NB,LPXN|CNTF|FAM111A|ZFP91-CNTF,,6,0,3,7070.754313,6088.055948,29825.58303,19704.8908,0.204121943,0.003007519,-0.449778132,-0.448644661,1,0.74|0.55|0.53|0.52
chrX,100189248,100427101,NB,DRP2|SRPX2|TRMT2B,,3,1,2,7068.152636,6579.987328,31430.05996,9188.585757,0.209353318,0.079699248,-0.371150591,-0.172853545,0,0.51|0.49|0.4
chr6,88363898,88442101,NCC,CGA,,5,1,2,7058.771017,6323.415134,17837.90711,15553.53655,0.354493108,0.001503759,-0.343393413,-0.325478283,1,0.48
chr13,31364248,31474951,NCC,MEDAG|TEX26-AS1,,5,2,2,7058.669008,5796.306147,22396.91422,36251.45168,0.258799319,0.003007519,-0.400499323,-0.281835158,1,0.45|0.38
chr7,110033348,110110401,NB,LRRN3,,7,7,0,7058.111706,8707.689671,1799.022595,502.4847993,4.840233632,0.02406015,-0.071919373,0.982711275,0,0.56
chr8,135788348,135864751,NB,,,6,5,0,7045.507588,6794.614656,11818.14117,9529.712929,0.57493091,0.306766917,-0.403231725,0.054493325,0,
chr8,143551148,143632151,NB,ADGRB1|TSNARE1|LINC00051,,7,7,0,7043.448226,8937.736004,202.3186212,558.5538557,44.17653675,0.001503759,-0.034295893,1.954659566,0,0.86|0.65|0.48
chr18,3574198,3689801,NB,DLGAP1-AS1|TGIF1|MYL12A|MYL12B|DLGAP1-AS2,TGIF1,8,2,3,7043.064457,5648.261702,60085.40142,31957.13378,0.094003894,0.001503759,0.033224076,-1.248304714,1,0.77|0.76|0.68|0.61|0.38
chr8,143648848,143716501,NB,THEM6|JRK,,8,8,0,7040.442943,8492.19396,2141.067983,801.9802775,3.966335505,0.016541353,-0.11920312,1.389683574,0,0.4|0.39
chr1,198120998,198205101,NCC,NEK7|C1orf53,,6,2,3,7036.55919,4626.044261,36258.30452,17565.05518,0.127585785,0.003007519,-0.339035975,-0.502663379,1,0.53|0.49
chr11,102183248,102282851,NCC,BIRC3|MMP7,,9,3,3,7035.888759,5995.89153,26461.17047,20307.18669,0.226592075,0.001503759,-0.318233323,-0.506156551,1,0.46|0.38
chr9,91748998,91796351,NCC,SHC3,,6,3,2,7033.981339,6660.098942,24989.90117,25381.19408,0.266511616,0.034586466,-0.12721181,-0.338946753,1,0.77
chr8,117654748,117783201,NB,,,2,0,1,7032.115844,6175.785692,27906.21634,17731.17749,0.221305017,0.003007519,-0.42036675,-0.374227623,0,
chr11,58328198,58397301,NCC,LPXN|CNTF|FAM111A|ZFP91-CNTF,,6,0,3,7030.89823,6075.23758,29568.1138,19579.32854,0.205465848,0.003007519,-0.444853934,-0.448295846,1,0.74|0.55|0.53|0.52
chr11,47225798,47287401,NCC,SLC39A13|ACP2|DDB2,,2,0,1,7026.359922,5621.127823,20107.48011,12144.18396,0.279554066,0.003007519,-0.330728987,-0.262279411,1,0.67|0.47|0.4
chr6,22871998,22978651,NB,,,6,6,0,7021.447226,6035.669075,17076.8049,14760.63204,0.353442527,0.061654135,-0.421821084,-0.165620168,1,
chr19,10741198,10799351,NB,AP1M2,,3,2,1,7019.389396,6556.76284,10655.15294,7098.00192,0.615360744,0.02406015,-0.303232837,0.037400648,0,0.56
chr5,108701248,108816751,NB,MAN2A1,,2,0,2,7019.314072,6444.905922,19130.08498,14136.68671,0.33689897,0.001503759,-0.379614626,-0.275416965,1,0.55
chr7,39619748,39745651,NCC,SUGCT,,3,0,2,7015.376827,6418.538554,26426.53567,28073.7153,0.24288233,0.010526316,-0.464496234,-0.422259892,1,0.68
chr22,19373398,19422651,NB,,,2,1,1,7014.355515,6609.208594,10556.93735,7406.804066,0.626053596,0.016541353,-0.314171812,0.073463425,0,
chr8,80517098,80598451,NB,STMN2|HEY1|TPD52,HEY1,4,4,0,7012.825013,9302.219537,758.7098874,1461.886377,12.26057508,0.006015038,-0.200687277,1.150756086,0,0.8|0.68|0.51
chr8,138069948,138244801,NB,,,3,2,0,7011.525748,6686.15036,224.9053909,11902.01782,29.7287243,0.10075188,-0.119070333,0.528890613,0,
chr1,35731548,35953601,NB,TMEM35B,,2,1,1,7009.50835,6528.045611,26731.36605,13507.46134,0.244209204,0.003007519,-0.458216901,-0.211311014,0,0.44
chr9,130256198,130347651,NCC,FAM129B|PTRH1|ENG|FAM102A,,8,2,3,7009.467168,6761.023995,70164.65957,46059.60953,0.096359393,0.001503759,-0.671320766,-0.860007536,1,0.86|0.52|0.46|0.43
chr10,82203448,82288901,NCC,TSPAN14,,7,1,2,7008.284453,5879.231184,22380.1579,51415.83134,0.262698378,0.006015038,-0.473615921,-0.610550147,1,0.63
chr4,90943198,91187401,NB,CCSER1,,4,4,0,7007.481563,9300.721795,739.4853546,589.1071449,12.57729005,0.046616541,-0.20484378,1.219793415,0,0.75
chr10,13379848,13392801,NB,,,2,2,0,7007.028836,5832.738865,7412.096993,3666.624351,0.786921551,0.184962406,-0.287206903,0.206858127,0,
chr20,39762848,39808401,NCC,ZHX3,ZHX3,8,4,2,7006.413824,6940.198003,16185.86792,11068.04905,0.428781332,0.306766917,-0.407147867,0.006885366,1,0.45
chr3,57124898,57205151,NB,IL17RD,,8,7,1,7001.722895,7635.484262,3830.037292,1687.915294,1.993579613,0.356390977,-0.142895948,0.639054488,0,0.69
chr9,71659448,71856551,NB,TJP2,,4,0,3,6998.369941,5336.176329,37553.21857,23408.74464,0.142096378,0.001503759,-0.335350058,-0.564126814,0,0.7
chr2,160461748,160478101,NB,,,4,3,0,6998.146477,6165.6693,10715.30591,5764.681062,0.575407679,0.079699248,-0.26772612,0.049715045,0,
chr6,69323348,69448201,NB,ADGRB3,,4,4,0,6997.73555,7439.976039,577.9417938,1428.137369,12.87322723,0.006015038,-0.275298482,1.210529482,0,0.43
chr15,40109798,40241351,NCC,GPR176|THBS1|EIF2AK4|C15orf52,,7,3,3,6991.154256,6854.321782,42989.64145,25903.53592,0.159441241,0.006015038,-0.551568466,-0.397669049,1,0.75|0.62|0.58|0.54
chr5,150092598,150181751,NB,SMIM3,,7,3,1,6990.489159,5380.174487,18749.04764,9710.782799,0.286957215,0.006015038,-0.336991485,-0.345034368,0,0.57
chr1,38458598,38505051,NCC,LINC01137|FHL3|RRAGC|ZC3H12A|MTF1,MTF1,7,3,3,6988.269592,6146.641297,19623.47244,15749.90282,0.313229033,0.010526316,-0.396065385,-0.219570766,1,0.67|0.59|0.52|0.48|0.44
chr21,38730598,38755201,NCC,,,9,4,2,6988.223821,6210.848855,11787.45368,11805.36598,0.526903352,0.02406015,-0.387520986,-0.108216819,1,
chr5,98089648,98134701,NB,RGMB-AS1|RGMB,,4,1,3,6987.562256,6751.260581,29956.64541,23901.50131,0.22536771,0.003007519,-0.518723344,-0.328980963,1,0.62|0.53
chr3,65923398,66135151,NB,,,3,0,3,6987.408987,6375.939142,62382.5477,19178.18338,0.102207098,0.001503759,-0.386432785,-0.597158967,0,
chr2,29907148,30047451,NB,ALK,,10,10,0,6986.625595,8754.561985,610.678751,3112.625716,14.33578943,0.001503759,0.050152728,1.874089356,0,0.5
chr18,26230548,26395951,NB,,,7,3,1,6983.389964,3669.741013,7081.855303,12761.29869,0.518189211,0.356390977,0.037344492,-0.460896014,0,
chr15,49147398,49336259,NB,SHC4|FBN1|SECISBP2L,,3,0,3,6982.545473,6877.816301,53786.35619,25359.36261,0.127872881,0.001503759,-0.535096407,-0.523526034,0,0.69|0.68|0.37
chr13,52917098,53055551,NB,THSD1,,2,0,2,6978.854565,6669.419764,41225.61958,23042.40893,0.161778521,0.003007519,-0.45646976,-0.454914704,0,0.52
chr12,27657698,27820051,NCC,PPFIBP1|ARNTL2|REP15,ARNTL2,8,1,3,6977.402061,4758.794727,64677.91734,34911.28879,0.073576808,0.001503759,0.309727766,-1.640908999,1,0.84|0.62|0.51
chr12,116542298,116640701,NCC,MED13L,,7,3,2,6973.952625,5759.384524,29062.75078,19044.4739,0.198170661,0.016541353,-0.217748532,-0.395364849,1,0.39
chr5,133149898,133280801,NB,FSTL4,,9,9,0,6972.961917,10331.41115,603.725205,2084.380115,17.11277095,0.001503759,-0.110143189,1.339071117,0,0.71
chr15,29960498,30182601,NB,TJP1,,3,0,3,6969.351916,6572.585263,50165.61745,37736.08666,0.131017729,0.001503759,-0.479075414,-0.659919366,1,0.75
chrX,130106698,130280501,NB,ARHGAP36|IGSF1,,9,8,0,6962.963182,9498.340321,344.096396,929.4577577,27.60371928,0.001503759,-0.180029119,1.571573191,0,0.72|0.61
chr17,77760748,77788901,NB,CBX8|CBX2,,10,10,0,6961.20276,8787.354291,5632.537774,3011.039724,1.560105701,0.10075188,-0.411533054,0.538572259,0,0.52|0.51
chr6,36381698,36470101,NCC,PXT1,,0,0,0,6960.025406,6382.979573,14907.99115,16869.01925,0.428158262,0.010526316,-0.301878674,-0.147908597,1,0.53
chr1,167682598,167795801,NB,MPC2|DCAF6,,2,0,2,6958.059015,6418.642882,35182.05877,19351.46715,0.182440798,0.003007519,-0.406257934,-0.382624792,0,0.6|0.52
chr2,46859098,47007051,NCC,LINC01119|LINC01118|SOCS5|MCFD2|RHOQ|PIGF,,6,0,3,6942.42371,5420.00789,53287.55911,23641.75337,0.101712444,0.001503759,-0.421086182,-0.66005111,1,0.68|0.65|0.6|0.59|0.44|0.4
chr19,50992698,51067101,NB,KCNC3|ASPDH|SHANK1|KLK4|LRRC4B|SYT3|NAPSB|KLK3|KLK1|POLD1|SNORD88B,,3,3,0,6939.840332,7698.243765,3621.446626,3254.763066,2.125737187,0.001503759,-0.366979777,0.69190789,0,0.61|0.6|0.6|0.57|0.56|0.55|0.49|0.45|0.43|0.43|0.39
chr17,72074598,72215301,NB,GPRC5C|BTBD17,,6,6,0,6935.808358,8223.708939,6935.808358,8054.851397,1.185688605,0.962406015,-0.450209807,0.283671875,0,0.49|0.44
chr6,90648348,90756851,NB,BACH2,BACH2,5,4,0,6935.753739,6951.97047,479.6464678,4595.447033,14.49394697,0.003007519,-0.132393427,0.918934784,0,0.66
chr5,135313598,135403701,NCC,TGFBI|LECT2,,10,4,2,6929.466989,3983.748474,40729.09769,50029.72615,0.09781087,0.003007519,-0.214671353,-0.940472791,1,0.66|0.41
chr16,75035412,75146401,NB,LDHD|FA2H|MLKL,,4,0,3,6928.340376,5656.220114,50250.68809,7898.628835,0.112560053,0.003007519,-0.399763236,-0.346411303,0,0.5|0.44|0.42
chr4,152016948,152194001,NB,SH3D19|FAM160A1,,3,0,2,6926.066313,6243.499473,25461.58945,16030.55821,0.245212479,0.003007519,-0.416942399,-0.284579081,0,0.72|0.45
chr1,23692198,23748760,NB,LUZP1,,3,1,1,6925.586784,6211.459031,23775.25556,15334.22563,0.261257298,0.003007519,-0.469781477,-0.312992644,0,0.42
chr11,32912148,32956451,NB,,,2,1,0,6923.373585,6663.552494,10966.15335,4860.014539,0.607647211,0.079699248,-0.330823734,0.149916812,0,
chr2,183758598,183900728,NCC,,,1,1,0,6917.966956,6507.50506,20242.14407,15963.97168,0.321482993,0.153383459,-0.352474749,-0.108170544,1,
chr20,24541548,24660201,NB,SYNDIG1,,2,2,0,6916.25207,7155.572885,11601.935,4897.643691,0.61675685,0.356390977,-0.066985715,0.201748006,0,0.4
chr15,38539398,38561451,NB,SPRED1,,3,2,0,6908.648897,6054.829635,15794.66547,11723.41276,0.383346494,0.010526316,-0.352266008,-0.214002312,1,0.47
chr1,28555648,28601301,NCC,ATPIF1,,1,0,1,6907.228933,6806.588303,19817.29022,12929.16575,0.343467156,0.006015038,-0.344750318,-0.191789303,1,0.39
chr3,59663598,59844551,NB,,,6,6,0,6897.099775,8861.68797,5284.550258,9990.189444,1.676904852,0.6,-0.288612292,0.324164627,0,
chr22,38678648,38732801,NCC,KDELR3|TMEM184B|MAFF,MAFF,7,2,3,6889.907656,6115.359518,21631.89792,17524.05754,0.282701016,0.003007519,-0.402721695,-0.351275944,1,0.67|0.51|0.49
chr6,4007548,4064251,NCC,PXDC1|RIPK1|PSMG4,,6,2,2,6889.350365,6598.091124,20070.3971,17906.46617,0.328747413,0.001503759,-0.362050624,-0.312543567,1,0.7|0.51|0.39
chr16,27211148,27312601,NB,IL4R|IL21R,,5,1,2,6888.799226,6450.413611,22227.72704,16324.19809,0.290196726,0.006015038,-0.539520868,-0.320554834,1,0.68|0.39
chr11,9382648,9463501,NCC,,,2,1,0,6887.350677,6358.801077,17964.71492,13840.3565,0.353960589,0.003007519,-0.287908774,-0.222044429,1,
chr2,181833648,181941951,NB,ITGA4,,3,1,2,6887.325806,6152.158505,20944.02122,11707.84758,0.293742946,0.001503759,-0.280701375,-0.220573002,0,0.41
chr19,40905548,40941851,NB,SERTAD1|BLVRB|SERTAD3|HIPK4|PRX,,5,2,2,6886.225901,6287.106365,22034.38013,11456.84901,0.285331665,0.003007519,-0.373960001,-0.244069651,0,0.69|0.68|0.58|0.52|0.4
chr2,198666348,198870301,NB,PLCL1,,6,2,2,6884.902333,4278.117347,14756.4436,3411.956603,0.289915203,0.10075188,-0.063302604,-0.295812256,0,0.65
chr18,39510998,39717051,NB,,,6,3,3,6884.556802,6445.369366,31698.66172,27396.05886,0.203332539,0.003007519,-0.386864474,-0.558396255,1,
chr11,2997598,3076180,NCC,,,7,3,2,6880.305351,6254.883243,16079.23207,13705.80639,0.389003854,0.006015038,-0.416057218,-0.194754557,1,
chr5,159587298,159604601,NB,TTC1,,4,4,0,6875.596781,5289.089972,10063.12904,11162.01728,0.525590992,0.046616541,-0.229732572,-0.085949601,0,0.41
chr8,8629248,8754751,NB,,,4,3,0,6874.723203,6513.07875,12350.49845,5904.043175,0.527353513,0.079699248,-0.409716965,0.062900094,0,
chr4,174209998,174267701,NB,,,3,2,1,6874.032851,6607.833771,14628.97361,4131.454498,0.451694968,0.006015038,-0.326710693,0.030635892,0,
chr13,20410698,20443301,NB,,,2,0,2,6870.67329,6064.331484,18955.59549,7846.897582,0.319923027,0.003007519,-0.363354015,-0.136272021,0,
chr11,111390198,111436501,NCC,LAYN|CRYAB|C11orf88|BTG4|SIK2|HSPB2|C11orf52,,11,5,3,6869.025741,4632.165981,32666.78096,21162.81259,0.141800503,0.001503759,-0.028276306,-0.972315253,1,0.8|0.56|0.56|0.55|0.55|0.46|0.41
chr1,228632848,228654101,NB,HIST3H2BB|HIST3H2A|OBSCN,,7,6,0,6868.863795,7941.704711,4778.287487,2857.809568,1.662039953,0.010526316,-0.319831186,0.519807197,0,0.56|0.44|0.43
chr2,241755898,241776851,NB,KIF1A,,6,6,0,6866.892451,7562.16106,32.9229439,84.62914758,229.692736,0.001503759,0.345429372,2.915862409,0,0.92
chr20,17514511,17598401,NB,RRBP1|BFSP1|DSTN,,6,1,2,6865.841496,5208.631554,27566.34922,27982.23132,0.188948907,0.001503759,-0.418428402,-0.6017876,1,0.72|0.68|0.55
chr5,172159048,172243901,NCC,DUSP1|ERGIC1,,4,1,2,6861.658789,6558.893671,21137.8769,36296.20265,0.310291034,0.001503759,-0.412994303,-0.390357083,1,0.65|0.48
chr19,34747953,34863551,NB,,,2,0,2,6859.0793,6503.867238,23706.47585,13479.84623,0.274349814,0.003007519,-0.365785913,-0.203376466,0,
chr8,6360148,6543501,NB,,,4,0,3,6852.703905,5705.953937,35576.55874,11544.33821,0.160385213,0.001503759,-0.338148573,-0.375843557,0,
chr2,241369048,241408451,NB,GPC1,,3,2,0,6848.39226,6462.053159,8549.339392,7299.287822,0.755854091,0.184962406,-0.361780672,0.107756345,0,0.41
